S No,Slot,Course Code,Course Description,Course Credit,L,T,P,Course Co-Ordinator,Registered
557,K,ESL718,"POWER GENERATION ,TRANSMISSION & DISTRIBUTION",3,3,0,0,T SBHATTI,26
558,O,ESL725,ENERGY AUDITING,1,1,0,0,K A SUBRAMANIAN,28
559,P,ESP700,ENERGY LABORATORIES,3,0,0,6,M G DASTIDAR,23
560,P,JED802,MAJOR PROJECT PART-II,12,0,0,24,M G DASTIDAR,22
561,P,JSD802,MAJOR PROJECT PART-II,12,0,0,24,M G DASTIDAR,17
562,X,ESL776,INDUSTRIAL ENERGY & ENVIRONMENT ANALYSI,3,3,0,0,AVINASH CHANDRA,16
563,Y,ESL804,POLLUTION CONTROL IN POWER PLANTS,3,3,0,0,SUBODH KUMAR,7
564,Y,ESL774,QUANTITATIVE METHODS FORENERGY MANAGEMENT & PLG,3,3,0,0,SAT NARAIN,23
565,Z,ESL860,ELECTRICAL POWER SYSTEMS ANALYSIS,3,3,0,0,R BALASUBRAMANIAM,8
566,Z,ESL778,INDUSTRIAL WASTE MANAGEMENT & RECYCLING,3,3,0,0,D K SHARMA,12
567,C,DIL752,COMPUTER AIDED PRODUCT DESIGN,3,1,0,4,SAVITA GOEL,31
568,D,DIL762,PROTOTYPE AND DIE DEVELOPMENT,2.5,1,0,3,AMITOJ SINGH,20
569,D,IDL722,PRECISION MEASUREMENT SYSTEMS,3,3,0,0,I P SINGH,73
570,E,IDL712,ELECTRONIC TECHNIQUES FORSIGNAL CONDIT&INTERFACING,3,3,0,0,D T SAHANI,40
571,E,DIP742,STUDIES IN PRODUCT CONFIG & DETAILING,3.5,1,0,5,L K DAS,22
572,F,IDL811,SELECTED TOPICS IN INSTRUMENTATION,3,3,0,0,A L VYAS,11
573,H,DIL782,"ADV MATERIALS,MFG PROCESS AND FINISHES",3.5,2,0,3,I P SINGH,20
574,H,IDL734,LASER BASED INSTRUMENTATION,3,3,0,0,CHANDRA SHAKHER,29
575,J,IDL714,INSTRUMENT DESIGN AND SIMULATIONS,3,2,0,2,A K AGARWALA,16
576,P,DIP751,COMMUNICATION & PRESENTATION SKILLS,4,1,0,6,AMITOJ SINGH,1
577,P,JTD802,MAJOR PROJECT PART-II,12,0,0,24,A L VYAS,10
578,P,DIC702,SEMINAR (PRODUCT IN USAGE),1,0,0,2,AMITOJ SINGH,32
579,P,DIS802,INVITED FACULTY SEMINARS,1,0,0,2,S K ATREYA,14
580,P,DIR857,ANIMATION,2.5,1,0,3,KIRAN SETH,3
581,P,DIS812,PLACEMENT/DEGREE SHOW,2,0,0,4,AMITOJ SINGH,14
582,P,DID792,PROJECT II,5.5,0,1,9,L K DAS,20
583,P,DID892,MAJOR PROJECT,19,0,1,36,S K ATREYA,14
584,R,IDP704,INSTRUMENT TECHNOLOGY LAB-II,3,0,0,6,N K JAIN,14
585,P,JOD802,MAJOR PROJECT PART-II,12,0,0,24,SUBRAT KAR,13
586,R,JOP792,FIBER OPTICS AND OPTICAL COMMUNICATION LAB II,3,0,0,6,SUBRAT KAR,12
587,A,ITL717,CORROSION AND ITS CONTROL,3,3,0,0,JAYASHREE BIJWE,6
588,B,ITL710,DESIGN OF TRIBOLOGICAL APPLICATIONS,4,3,0,2,R KPANDEY,7
589,D,ITL714,FAILURE ANALYSIS AND REPAIR,4,3,0,2,R K PANDEY,6
590,J,ITL702,DIAGNOSTIC MAINTENANCE AND MONITORING,4,3,0,2,NARESH TANDON,6
591,P,JID802,MAJOR PROJECT PART-II,12,0,0,24,JAYASHREE BIJWE,11
592,C,VEL710,TRADITIONAL KNOWLEDGE AND VALUES,3,2,1,0,VIJAYARAGHAVAN M CHARIAR,13
593,Z,VED750,MINOR PROJECT,3,0,0,6,P L DHAR,22
594,B,PTL702,POLYMER PROCESSING,3,3,0,0,A K GHOSH,31
595,D,PTL712,POLYMER COMPOSITES,3,3,0,0,BHABANI KUMAR SATAPATHY,17
596,E,PTL714,POLYMER BLENDS & ALLOYS,3,3,0,0,A K GUPTA,19
597,F,PTL716,RUBBER TECHNOLOGY,3,3,0,0,JOSEMON JACOB,12
598,H,PTL711,ENGG PLASTICS & SPECIALITY POLYMER,3,3,0,0,VEENA CHAUDHARY,13
599,J,PTL706,POLYMER TESTING & PROPERTIES,3,3,0,0,S N MAITI,22
600,K,PTL720,POLYMER PRODUCT & MOULD DESIGN,3,2,0,2,NARESH BHATNAGAR,11
601,P,JPD802,MAJOR PROJECT PART-II,12,0,0,24,S N MAITI,18
602,T,PTP720,POLYMER ENGINEERING LAB,1,0,0,2,BHABANI KUMAR SATAPATHY,24
603,B,RDL340,TECHNOLOGY AND COMMUNITY DEVELOPMENT,4,3,1,0,SANTOSH,69
604,D,RDL730,TECHNOLOGY ALTERNATIVES FOR RURAL DEVELOPMENT,3,3,0,0,VIJAYARAGHAVAN M CHARIAR,28
605,H,RDL720,RURAL INDUSTRIAL PLANNING AND MANAGEMENT,3,3,0,0,VIRENDRA KUMAR VIJAY,75
606,J,RDL700,BIOMAS PRODUCTION,3,3,0,0,SATYAWATI SHARMA,40
607,K,RDL710,RURAL INDIA AND PLANNING FOR DEVELOPMENT,3,3,0,0,VIJAYARAGHAVAN M CHARIAR,28
608,M,RDL740,TECHNOLOGY OF UTILIZATION OF WASTELANDS & WEEDS,3,3,0,0,ANUSHREE MALIK,19
609,P,RDD750,MINOR PROJECT,3,3,0,0,ANUSHREE MALIK,33
610,P,SID890,MS RESEARCH PROJECT,40,0,0,80,HUZUR SARAN,3
611,P,SIV895,SPECIAL MODULE ON INTELLIGENT INFO PROCESSING,1,1,0,0,PREM KUMAR KALRA,8
612,P,SID880,MINOR PROJECT IN INFORMATION TECHNOLOGY,3,0,0,6,HUZUR SARAN,2
